Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency,Source_File
LLA,13947,0,0,3%,7,7,7,1,0,11,7,9,27,27,27,0,134,234500,22,11,0,0,0,0,43,2150,0,0,11,7370,0%,7332,562,7%,563,7%,525,30%,40%,generate_country_csv_report_1741-01-01-01.csv
DRC,214094,0,0,3%,36,91,40,0,0,17,12,31,60,72,65,0,0,0,10,5,0,0,243,36,146,7300,12,30,21,14070,0%,28267,376,1%,11555,40%,129,30%,40%,generate_country_csv_report_1741-01-01-01.csv
DVE,7838,0,0,5%,9,15,9,1,0,8,5,0,13,13,13,0,0,0,0,0,0,0,0,0,22,1100,0,0,11,7370,0%,1751,16,0%,486,27%,223,30%,40%,generate_country_csv_report_1741-01-01-01.csv
DVC,13928,0,0,0%,2,5,2,0,0,16,18,0,34,29,28,0,0,0,17,8,7,14,0,0,93,4650,171,427,3,2010,50%,4669,251,5%,991,21%,335,30%,40%,generate_country_csv_report_1741-01-01-01.csv
EPC,96110,0,0,4%,35,91,33,1,0,1,14,9,24,53,48,0,0,0,10,5,53,106,66,9,61,3050,-4,-10,77,51590,25%,15841,478,3%,6093,38%,191,30%,40%,generate_country_csv_report_1741-01-01-01.csv
EPY,64817,0,0,4%,38,38,38,0,1,40,41,40,121,115,115,0,26,53300,115,57,466,932,0,0,128,6400,244,610,490,328300,0%,37213,5457,14%,4987,13%,574,30%,40%,generate_country_csv_report_1741-01-01-01.csv
FUL,1235,0,0,7%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,101,0,0%,101,100%,81,30%,40%,generate_country_csv_report_1741-01-01-01.csv
GNG,5086,0,0,5%,2,2,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,599,18,3%,513,85%,117,30%,40%,generate_country_csv_report_1741-01-01-01.csv
LCS,4508,0,0,4%,5,5,6,0,0,3,2,2,7,7,6,0,0,0,0,0,74,148,0,0,12,600,0,0,11,7370,0%,1425,13,0%,468,32%,317,30%,40%,generate_country_csv_report_1741-01-01-01.csv
MYU,3416,0,0,6%,2,2,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,-2,-100,0,0,0,0,25%,84,0,-0%,102,121%,66,30%,40%,generate_country_csv_report_1741-01-01-01.csv
NRS,7029,0,0,4%,6,6,6,1,1,6,5,2,13,13,13,0,0,0,0,0,0,0,0,0,-10,-500,34,85,0,0,0%,2630,15,0%,898,34%,374,30%,40%,generate_country_csv_report_1741-01-01-01.csv
NWE,7977,0,0,2%,4,4,4,1,0,4,7,3,14,14,14,0,0,0,0,0,78,156,0,0,-14,-700,0,0,11,7370,0%,3369,18,0%,907,26%,422,30%,40%,generate_country_csv_report_1741-01-01-01.csv
ODS,2812,0,0,4%,3,3,3,1,1,1,3,0,4,14,14,0,0,0,0,0,0,0,0,0,-18,-900,39,97,11,7370,0%,870,26,3%,354,40%,309,30%,40%,generate_country_csv_report_1741-01-01-01.csv
RDN,5185,0,0,2%,7,7,7,1,0,11,8,2,21,21,21,0,0,0,8,4,0,0,0,0,14,700,194,485,0,0,0%,2192,114,5%,470,21%,422,30%,40%,generate_country_csv_report_1741-01-01-01.csv
ROM,9363,0,0,3%,4,25,4,0,1,14,9,14,37,35,33,0,0,0,0,0,0,0,0,0,83,4150,24,60,32,21440,25%,7259,80,1%,867,11%,775,30%,40%,generate_country_csv_report_1741-01-01-01.csv
RPG,9903,0,0,6%,5,5,2,0,0,2,2,3,7,7,6,0,0,0,0,0,0,0,0,0,9,450,0,0,53,35510,0%,3226,54,1%,1488,46%,146,30%,40%,generate_country_csv_report_1741-01-01-01.csv
SHE,1242,0,0,4%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,101,0,0%,101,100%,81,30%,40%,generate_country_csv_report_1741-01-01-01.csv
SSJ,2466,0,0,5%,2,2,2,0,0,2,1,2,5,5,4,0,0,0,0,0,33,66,0,0,9,450,0,0,2,1340,0%,844,3,0%,164,19%,342,30%,40%,generate_country_csv_report_1741-01-01-01.csv
WYK,6954,0,0,2%,5,7,5,1,0,3,6,10,19,19,19,0,0,0,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,5748,14,0%,909,15%,826,30%,40%,generate_country_csv_report_1741-01-01-01.csv
XIN,2683,0,0,5%,2,2,2,1,0,1,1,0,2,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,687,9,1%,365,53%,256,30%,40%,generate_country_csv_report_1741-01-01-01.csv
D01,99,0,0,3%,1,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,3,0,0%,3,100%,32,30%,40%,generate_country_csv_report_1741-01-01-01.csv
ABL,69,0,0,9%,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,12,30,11,7370,0%,363,12,3%,348,95%,108,32%,43%,generate_country_csv_report_1742-01-01-01.csv
DOO,1136,0,0,6%,7,7,7,0,0,3,4,0,7,8,8,0,13,15600,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,150,25,16%,101,67%,132,32%,43%,generate_country_csv_report_1742-01-01-01.csv
DTP,0,0,0,4%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,156,8,5%,147,94%,133,32%,43%,generate_country_csv_report_1742-01-01-01.csv
FDN,1304,0,0,4%,6,7,6,0,0,4,9,4,17,17,17,0,5,7250,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,763,32,4%,127,16%,585,32%,43%,generate_country_csv_report_1742-01-01-01.csv
HYP,0,0,0,4%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,0,0%,49,100%,119,32%,43%,generate_country_csv_report_1742-01-01-01.csv
INH,0,0,0,2%,3,6,0,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,271,0,0%,271,100%,129,32%,43%,generate_country_csv_report_1742-01-01-01.csv
KST,346,0,0,9%,2,2,2,0,0,4,5,2,11,11,11,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,116,12,10%,27,23%,336,32%,43%,generate_country_csv_report_1742-01-01-01.csv
LLD,0,0,0,5%,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,738,0,0%,738,100%,91,32%,43%,generate_country_csv_report_1742-01-01-01.csv
MLB,0,0,0,3%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,17,8,46%,8,47%,197,32%,43%,generate_country_csv_report_1742-01-01-01.csv
MTR,2171,0,0,10%,5,8,5,0,0,4,9,3,16,16,16,0,0,0,0,0,0,0,0,0,-18,-900,0,0,0,0,0%,1167,-2,-0%,233,19%,537,32%,43%,generate_country_csv_report_1742-01-01-01.csv
NLL,0,0,0,2%,2,16,0,1,1,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,0,0%,29,100%,93,32%,43%,generate_country_csv_report_1742-01-01-01.csv
OAK,108141,0,0,8%,66,66,65,1,1,433,369,79,881,761,761,0,495,2029500,849,424,208,416,468,70,2873,143650,740,1850,1230,824100,25%,402902,262390,65%,5847,1%,3721,32%,43%,generate_country_csv_report_1742-01-01-01.csv
PLK,0,0,0,9%,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,0,0%,50,100%,114,32%,43%,generate_country_csv_report_1742-01-01-01.csv
SHT,805,0,0,6%,4,7,4,0,0,5,10,0,15,15,15,0,12,17400,0,0,0,0,0,0,-20,-1000,0,0,11,7370,0%,153,59,38%,70,45%,190,32%,43%,generate_country_csv_report_1742-01-01-01.csv
TAM,17754,0,0,2%,24,24,24,0,0,21,21,2,44,43,43,0,0,0,0,0,0,0,116,17,34,1700,0,0,0,0,0%,5245,84,1%,481,9%,295,32%,43%,generate_country_csv_report_1742-01-01-01.csv
TPD,0,0,0,8%,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,85,8,9%,76,89%,124,32%,43%,generate_country_csv_report_1742-01-01-01.csv
TPP,7300,0,0,2%,28,28,10,1,1,6,3,0,9,9,7,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,0%,2357,0,-0%,1834,77%,124,32%,43%,generate_country_csv_report_1742-01-01-01.csv
TRH,8247,0,0,6%,3,29,3,0,0,3,5,0,8,16,16,0,9,10800,0,0,0,0,0,0,83,4150,6,15,0,0,25%,2382,35,1%,575,24%,288,32%,43%,generate_country_csv_report_1742-01-01-01.csv
TRI,0,0,0,9%,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,435,0,0%,435,100%,121,32%,43%,generate_country_csv_report_1742-01-01-01.csv
UEK,16811,0,0,9%,20,37,20,0,0,18,17,5,40,29,29,0,0,0,0,0,0,0,39,5,4,200,85,212,55,36850,0%,5788,236,4%,1411,24%,344,32%,43%,generate_country_csv_report_1742-01-01-01.csv
WGK,0,0,0,6%,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,64,0,0%,64,100%,110,32%,43%,generate_country_csv_report_1742-01-01-01.csv
AAV,139,0,0,4%,1,1,1,1,1,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,-5%,51,0,-1%,18,35%,365,32%,43%,generate_country_csv_report_1742-01-01-01.csv
AGC,7568,0,0,2%,6,6,6,1,0,10,12,14,36,30,29,0,0,0,67,33,0,0,0,0,106,5300,0,0,11,7370,25%,7458,48,0%,438,5%,985,32%,43%,generate_country_csv_report_1742-01-01-01.csv
AHM,0,0,0,2%,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,166,0,0%,166,100%,106,32%,43%,generate_country_csv_report_1742-01-01-01.csv
ARN,5424,0,0,2%,8,14,8,1,0,7,9,5,21,21,21,0,0,0,0,0,0,0,87,13,11,550,0,0,22,14740,0%,3300,71,2%,429,13%,608,32%,43%,generate_country_csv_report_1742-01-01-01.csv
ATL,8791,0,0,2%,4,4,4,1,0,9,6,5,20,20,19,0,135,216000,0,0,180,360,0,0,-12,-600,0,0,11,7370,0%,5080,524,10%,295,5%,577,32%,43%,generate_country_csv_report_1742-01-01-01.csv
AUC,6451,0,0,2%,15,15,15,1,0,17,11,14,42,35,35,0,25,41250,26,13,0,0,0,0,121,6050,0,0,0,0,0%,7061,134,1%,596,8%,1094,32%,43%,generate_country_csv_report_1742-01-01-01.csv
AUF,1831,0,0,2%,5,5,5,1,0,1,4,3,8,16,15,0,0,0,39,19,0,0,0,0,-12,-600,0,0,105,70350,0%,1135,121,10%,205,18%,619,32%,43%,generate_country_csv_report_1742-01-01-01.csv
BTR,24183,0,0,5%,25,25,25,1,0,21,9,5,35,35,35,0,37,59200,0,0,0,0,59,8,61,3050,0,0,92,61640,-5%,5880,334,5%,2380,40%,243,32%,43%,generate_country_csv_report_1742-01-01-01.csv
CUL,0,0,0,2%,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,17,8,48%,7,41%,89,32%,43%,generate_country_csv_report_1742-01-01-01.csv
ETV,455,0,0,5%,1,1,1,1,0,3,6,5,14,14,14,0,89,155750,0,0,0,0,0,0,-12,-600,0,0,11,7370,0%,725,318,43%,67,9%,1591,32%,43%,generate_country_csv_report_1742-01-01-01.csv
FLU,383,0,0,2%,2,2,2,0,0,9,2,0,11,11,11,0,0,0,0,0,0,0,0,0,-4,-200,0,0,11,7370,0%,47,10,20%,33,70%,124,32%,43%,generate_country_csv_report_1742-01-01-01.csv
FRO,654,0,0,1%,3,3,3,0,0,9,4,0,13,13,13,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,102,11,11%,77,75%,155,32%,43%,generate_country_csv_report_1742-01-01-01.csv
JIN,776,0,0,3%,1,1,1,0,0,11,2,0,13,13,13,0,0,0,0,0,0,0,8,1,13,650,0,0,11,7370,0%,156,12,8%,110,70%,201,32%,43%,generate_country_csv_report_1742-01-01-01.csv
KHM,9107,0,0,5%,13,13,13,1,0,14,9,2,25,29,29,0,0,0,0,0,0,0,0,0,38,1900,0,0,92,61640,0%,3578,161,4%,870,24%,392,32%,43%,generate_country_csv_report_1742-01-01-01.csv
KKV,681,0,0,5%,1,1,1,1,0,3,4,2,9,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,270,0,-0%,89,33%,396,32%,43%,generate_country_csv_report_1742-01-01-01.csv
KSA,2980,0,0,3%,10,10,4,0,0,2,3,2,7,7,7,0,47,96350,0,0,50,100,0,0,-6,-300,0,0,0,0,0%,1794,151,8%,716,39%,273,32%,43%,generate_country_csv_report_1742-01-01-01.csv
LNV,481,0,0,4%,1,1,1,1,1,3,5,2,10,10,9,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,-5%,203,12,6%,63,30%,423,32%,43%,generate_country_csv_report_1742-01-01-01.csv
LOC,136,0,0,1%,1,1,1,0,0,7,1,0,8,8,8,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,0%,30,9,29%,19,61%,226,32%,43%,generate_country_csv_report_1742-01-01-01.csv
MES,1099,0,0,3%,1,1,1,1,0,4,6,4,14,14,14,0,0,0,0,0,0,0,0,0,-12,-600,0,0,108,72360,0%,895,141,15%,150,16%,814,32%,43%,generate_country_csv_report_1742-01-01-01.csv
MNG,3959,0,0,4%,7,7,7,0,0,8,5,3,16,16,16,0,9,11700,0,0,0,0,0,0,34,1700,0,0,0,0,0%,1615,24,1%,306,18%,408,32%,43%,generate_country_csv_report_1742-01-01-01.csv
MRV,206,0,0,2%,1,1,1,1,0,3,7,3,13,13,12,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,103,-1,-1%,30,29%,499,32%,43%,generate_country_csv_report_1742-01-01-01.csv
OOD,10026,0,0,2%,1,1,1,0,1,3,5,3,11,11,11,0,0,0,0,0,25,50,0,0,-10,-500,0,0,0,0,0%,3307,0,0%,896,27%,329,32%,43%,generate_country_csv_report_1742-01-01-01.csv
PER,0,0,0,3%,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,55,8,14%,46,82%,170,32%,43%,generate_country_csv_report_1742-01-01-01.csv
QDT,3257,0,0,5%,15,16,15,1,0,18,6,10,34,37,37,0,72,115200,11,5,0,0,0,0,143,7150,0,0,11,7370,0%,4453,257,5%,255,5%,1367,32%,43%,generate_country_csv_report_1742-01-01-01.csv
QUE,398,0,0,3%,12,12,3,0,0,1,2,0,3,5,5,0,0,0,0,0,0,0,0,0,-6,-300,0,0,11,7370,0%,461,9,2%,425,92%,109,32%,43%,generate_country_csv_report_1742-01-01-01.csv
RIV,966,0,0,2%,2,2,2,1,0,3,5,2,10,10,10,0,86,150500,0,0,102,204,0,0,-10,-500,0,0,11,7370,0%,741,294,39%,126,17%,768,32%,43%,generate_country_csv_report_1742-01-01-01.csv
RJV,276,0,0,4%,1,1,1,1,1,3,6,2,11,11,11,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,-5%,104,-1,-1%,37,36%,378,32%,43%,generate_country_csv_report_1742-01-01-01.csv
RNV,470,0,0,2%,1,1,1,1,0,3,7,2,12,12,11,0,61,97600,0,0,0,0,0,0,-14,-700,0,0,11,7370,0%,455,219,48%,69,15%,966,32%,43%,generate_country_csv_report_1742-01-01-01.csv
SDP,83480,0,0,2%,16,28,16,1,0,33,21,25,79,89,88,0,78,159900,81,40,15,30,152,22,199,9950,0,0,166,111220,0%,27692,2681,9%,4629,16%,346,32%,43%,generate_country_csv_report_1742-01-01-01.csv
SKE,961,0,0,2%,2,2,2,0,1,7,6,4,17,17,15,0,0,0,0,0,0,0,0,0,-12,-600,0,0,0,0,0%,596,-1,-0%,129,21%,620,32%,43%,generate_country_csv_report_1742-01-01-01.csv
SPP,172,0,0,2%,1,17,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-2,-100,0,0,11,7370,25%,15,9,58%,5,35%,91,32%,43%,generate_country_csv_report_1742-01-01-01.csv
SRV,468,0,0,4%,1,1,1,1,1,5,8,9,22,22,22,0,61,97600,0,0,0,0,0,0,-16,-800,0,0,11,7370,0%,837,233,27%,28,3%,1786,32%,43%,generate_country_csv_report_1742-01-01-01.csv
TNV,351,0,0,4%,1,1,1,1,1,8,7,2,17,17,12,0,0,0,0,0,0,0,0,0,5,250,-2,-5,12,8040,0%,160,16,10%,51,32%,458,32%,43%,generate_country_csv_report_1742-01-01-01.csv
UMB,2535,0,0,9%,4,4,4,0,1,6,8,9,23,23,21,0,0,0,0,0,0,0,0,0,11,550,0,0,0,0,0%,3114,1,0%,272,8%,1228,32%,43%,generate_country_csv_report_1742-01-01-01.csv
USV,139,0,0,3%,1,1,1,1,1,3,5,2,10,10,10,0,0,0,0,0,0,0,0,0,-10,-500,0,0,0,0,0%,41,0,-2%,12,29%,300,32%,43%,generate_country_csv_report_1742-01-01-01.csv
WEA,274,0,0,9%,1,1,1,0,0,4,7,5,16,16,16,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,0%,201,-1,-0%,40,20%,731,32%,43%,generate_country_csv_report_1742-01-01-01.csv
HHE,560378,0,0,10%,354,476,433,0,0,412,368,145,925,1273,1063,0,807,1694700,647,323,398,796,1070,160,1852,92600,992,2480,1009,676030,15%,723537,467245,64%,39701,5%,1399,32%,43%,generate_country_csv_report_1742-01-01-01.csv
CYR,4665,0,0,6%,5,12,5,0,0,5,12,19,36,35,34,0,0,0,40,20,0,0,0,0,44,2200,135,337,-4,-2680,-5%,8569,101,1%,376,4%,1836,32%,43%,generate_country_csv_report_1742-01-01-01.csv
HPV,449,0,0,5%,2,5,2,0,0,6,3,0,9,11,9,0,26,50700,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,146,88,60%,40,27%,326,32%,43%,generate_country_csv_report_1742-01-01-01.csv
SSD,12454,0,0,4%,3,16,3,1,1,17,2,0,19,18,18,0,0,0,17,8,0,0,77,11,191,9550,129,322,0,0,25%,2925,94,3%,520,17%,234,32%,43%,generate_country_csv_report_1742-01-01-01.csv
BAR,97181,0,0,4%,22,22,22,1,1,53,42,18,113,90,90,0,163,268950,59,29,36,72,49,7,326,16300,408,1020,1355,907850,25%,38867,12475,32%,9721,25%,399,32%,43%,generate_country_csv_report_1742-01-01-01.csv
FFN,29210,0,0,3%,14,14,14,1,0,12,19,18,49,40,39,0,165,272250,0,0,33,66,0,0,178,8900,-2,-5,11,7370,25%,13267,1249,9%,2401,18%,454,32%,43%,generate_country_csv_report_1742-01-01-01.csv
LLA,14231,0,0,3%,7,7,7,1,0,11,7,9,27,27,27,0,134,214400,22,11,0,0,0,0,43,2150,0,0,11,7370,0%,7273,513,7%,576,7%,511,32%,43%,generate_country_csv_report_1742-01-01-01.csv
DRC,190160,0,0,3%,36,91,33,0,0,15,10,29,54,64,59,0,0,0,10,5,0,0,212,31,118,5900,-4,-10,21,14070,0%,27631,292,1%,11753,42%,125,32%,43%,generate_country_csv_report_1742-01-01-01.csv
DVE,7992,0,0,5%,9,15,9,1,0,8,5,0,13,13,13,0,0,0,0,0,0,0,0,0,22,1100,0,0,11,7370,0%,1758,16,0%,497,28%,220,32%,43%,generate_country_csv_report_1742-01-01-01.csv
DVC,9739,0,0,0%,2,5,1,0,0,10,10,0,20,17,16,0,0,0,17,8,5,10,0,0,78,3900,104,260,5,3350,50%,2545,97,3%,918,36%,181,32%,43%,generate_country_csv_report_1742-01-01-01.csv
EPC,149178,0,0,4%,49,91,53,1,0,1,22,16,39,92,74,0,0,0,10,5,118,236,88,13,73,3650,24,60,108,72360,25%,23672,971,4%,8466,35%,206,32%,43%,generate_country_csv_report_1742-01-01-01.csv
EPY,65725,0,0,5%,38,38,38,0,1,49,49,40,138,119,119,0,26,53300,115,57,466,932,0,0,128,6400,244,610,490,328300,0%,37228,5505,14%,5073,13%,566,32%,43%,generate_country_csv_report_1742-01-01-01.csv
FUL,1247,0,0,7%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,102,0,0%,102,100%,82,32%,43%,generate_country_csv_report_1742-01-01-01.csv
GNG,5159,0,0,6%,2,2,2,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16750,25%,610,18,3%,522,85%,118,32%,43%,generate_country_csv_report_1742-01-01-01.csv
NRS,7172,0,0,4%,6,6,6,1,1,7,4,2,13,13,13,0,0,0,0,0,0,0,0,0,-8,-400,34,85,0,0,0%,2569,14,0%,919,35%,358,32%,43%,generate_country_csv_report_1742-01-01-01.csv
NWE,8147,0,0,2%,4,4,4,1,0,4,7,4,15,15,15,0,0,0,0,0,78,156,0,0,-14,-700,0,0,11,7370,0%,3813,18,0%,929,24%,468,32%,43%,generate_country_csv_report_1742-01-01-01.csv
ODS,2863,0,0,4%,3,3,3,1,1,1,3,0,4,14,14,0,0,0,0,0,0,0,0,0,-18,-900,39,97,11,7370,0%,890,27,3%,362,40%,310,32%,43%,generate_country_csv_report_1742-01-01-01.csv
RDN,5291,0,0,2%,7,7,7,1,0,11,8,2,21,21,21,0,0,0,8,4,0,0,0,0,14,700,194,485,0,0,0%,2213,114,5%,481,21%,418,32%,43%,generate_country_csv_report_1742-01-01-01.csv
ROM,9525,0,0,2%,4,25,4,0,1,14,9,14,37,35,33,0,0,0,0,0,0,0,0,0,85,4250,24,60,33,22110,25%,7328,82,1%,910,12%,769,32%,43%,generate_country_csv_report_1742-01-01-01.csv
SHE,1255,0,0,4%,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,103,0,0%,103,100%,82,32%,43%,generate_country_csv_report_1742-01-01-01.csv
WYK,7099,0,0,2%,5,7,5,1,0,4,5,10,19,19,19,0,0,0,0,0,0,0,0,0,-10,-500,0,0,11,7370,0%,5691,13,0%,931,16%,801,32%,43%,generate_country_csv_report_1742-01-01-01.csv
XIN,2732,0,0,5%,2,2,2,1,0,1,1,0,2,9,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,11,7370,0%,701,9,1%,373,53%,256,32%,43%,generate_country_csv_report_1742-01-01-01.csv
ABL,0,0,0,9%,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,365,8,2%,355,97%,106,34%,45%,generate_country_csv_report_1743-01-01-01.csv
DOO,1151,0,0,7%,7,7,7,0,0,3,4,0,7,8,8,0,13,15600,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,152,25,16%,102,67%,132,34%,45%,generate_country_csv_report_1743-01-01-01.csv
DTP,0,0,0,4%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6030,0%,157,6,4%,150,95%,132,34%,45%,generate_country_csv_report_1743-01-01-01.csv
FDN,1164,0,0,8%,6,7,5,0,0,4,9,3,16,16,16,0,4,5800,0,0,0,0,0,0,-18,-900,0,0,11,7370,0%,621,28,4%,127,20%,470,34%,45%,generate_country_csv_report_1743-01-01-01.csv
HYP,0,0,0,3%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,0,0%,50,100%,119,34%,45%,generate_country_csv_report_1743-01-01-01.csv
INH,2125,0,0,2%,3,6,3,0,0,5,4,2,11,11,9,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,0%,770,0,-0%,276,35%,362,34%,45%,generate_country_csv_report_1743-01-01-01.csv
KST,0,0,0,8%,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,37,8,22%,27,73%,106,34%,45%,generate_country_csv_report_1743-01-01-01.csv
LLD,0,0,0,4%,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,754,0,0%,754,100%,91,34%,45%,generate_country_csv_report_1743-01-01-01.csv
MLB,0,0,0,5%,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,18,8,45%,8,49%,195,34%,45%,generate_country_csv_report_1743-01-01-01.csv
MTR,2199,0,0,10%,5,8,5,0,0,4,9,3,16,16,16,0,0,0,0,0,0,0,0,0,-18,-900,0,0,0,0,0%,1215,-2,-0%,237,19%,552,34%,45%,generate_country_csv_report_1743-01-01-01.csv
NLL,0,0,0,3%,2,16,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-10,-500,-2,-5,0,0,0%,24,-1,-4%,25,105%,75,34%,45%,generate_country_csv_report_1743-01-01-01.csv
OAK,109791,0,0,14%,66,66,66,1,1,453,391,79,923,813,813,0,511,2095100,906,453,270,540,499,74,2891,144550,764,1910,1281,858270,25%,425256,278524,65%,5974,1%,3873,34%,45%,generate_country_csv_report_1743-01-01-01.csv
PLK,0,0,0,7%,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,0,0%,51,100%,114,34%,45%,generate_country_csv_report_1743-01-01-01.csv
SHT,816,0,0,6%,4,7,4,0,0,5,10,0,15,15,15,0,12,17400,0,0,0,0,0,0,-20,-1000,0,0,11,7370,0%,150,59,39%,69,46%,184,34%,45%,generate_country_csv_report_1743-01-01-01.csv
TAM,17963,0,0,2%,24,24,24,0,0,20,24,2,46,45,45,0,0,0,0,0,0,0,116,17,28,1400,0,0,0,0,0%,5784,93,1%,488,8%,322,34%,45%,generate_country_csv_report_1743-01-01-01.csv
TPD,68,0,0,6%,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7370,0%,84,8,9%,75,89%,119,34%,45%,generate_country_csv_report_1743-01-01-01.csv
TPP,19183,0,0,6%,28,28,28,0,0,11,7,2,20,19,17,0,0,0,72,36,0,0,0,0,35,1750,0,0,0,0,0%,3424,11,0%,1867,54%,178,34%,45%,generate_country_csv_report_1743-01-01-01.csv
TRH,8369,0,0,6%,3,29,3,0,0,3,5,0,8,16,16,0,9,10800,0,0,0,0,0,0,83,4150,6,15,0,0,25%,2422,35,1%,585,24%,289,34%,45%,generate_country_csv_report_1743-01-01-01.csv
TRI,0,0,0,8%,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,445,0,0%,445,100%,122,34%,45%,generate_country_csv_report_1743-01-01-01.csv
